"Country or Area","Year","Value"
"Monaco","2001","99.9767145081549"
"Monaco","2000","100.287127734902"
"Monaco","1999","102.749342553839"
"Monaco","1998","102.045169337871"
"Monaco","1997","103.178439612379"
"Monaco","1996","104.693961561119"
"Monaco","1995","101.186723776946"
"Monaco","1994","104.401595494547"
"Monaco","1993","103.591374182062"
"Monaco","1992","104.506108195558"
"Monaco","1991","98.904481071681"
"Monaco","1990","98.2229568264977"
"Netherlands","2019","153285.977878245"
"Netherlands","2018","159095.956652188"
"Netherlands","2017","162610.063732824"
"Netherlands","2016","164925.247174511"
"Netherlands","2015","164199.889033412"
"Netherlands","2014","157663.216629899"
"Netherlands","2013","164684.570554082"
"Netherlands","2012","164700.438829312"
"Netherlands","2011","168271.312204105"
"Netherlands","2010","181537.586190996"
"Netherlands","2009","169538.598556372"
"Netherlands","2008","174861.967326623"
"Netherlands","2007","171881.079005516"
"Netherlands","2006","172098.274842337"
"Netherlands","2005","176922.449528812"
"Netherlands","2004","180896.32686636"
"Netherlands","2003","179009.425671729"
"Netherlands","2002","175571.320788363"
"Netherlands","2001","176210.615793649"
"Netherlands","2000","171085.016616529"
"Netherlands","1999","169936.66407509"
"Netherlands","1998","175462.952448458"
"Netherlands","1997","174493.996788359"
"Netherlands","1996","181452.863548796"
"Netherlands","1995","172300.369768007"
"Netherlands","1994","170787.871142462"
"Netherlands","1993","170206.051201191"
"Netherlands","1992","170015.192082476"
"Netherlands","1991","170227.322109181"
"Netherlands","1990","161806.917092808"
"New Zealand","2019","37494.501955531"
"New Zealand","2018","35789.2154566847"
"New Zealand","2017","35854.8230469479"
"New Zealand","2016","34304.6831844608"
"New Zealand","2015","36071.2965224037"
"New Zealand","2014","35531.3687589406"
"New Zealand","2013","35304.6808512763"
"New Zealand","2012","36137.9108037804"
"New Zealand","2011","34497.004314652"
"New Zealand","2010","35031.2664783753"
"New Zealand","2009","34882.4600530199"
"New Zealand","2008","37713.2833441766"
"New Zealand","2007","36657.3026722912"
"New Zealand","2006","37543.4247519246"
"New Zealand","2005","37553.4539560058"
"New Zealand","2004","35953.3044782241"
"New Zealand","2003","36300.949726775"
"New Zealand","2002","34659.5185981821"
"New Zealand","2001","34490.004549853"
"New Zealand","2000","32339.4187332355"
"New Zealand","1999","31537.7436773656"
"New Zealand","1998","29930.5777500318"
"New Zealand","1997","31326.2356913423"
"New Zealand","1996","29377.3114182452"
"New Zealand","1995","28148.848183332"
"New Zealand","1994","28027.5239375859"
"New Zealand","1993","27862.7253808496"
"New Zealand","1992","28274.9381186676"
"New Zealand","1991","26332.7697403198"
"New Zealand","1990","25649.3091057703"
"Norway","2019","42218.271542817"
"Norway","2018","43883.5063839964"
"Norway","2017","43631.2361972758"
"Norway","2016","44435.1679708929"
"Norway","2015","45372.2980737535"
"Norway","2014","45000.9700426421"
"Norway","2013","45042.1273853967"
"Norway","2012","45031.7259042753"
"Norway","2011","45526.2004421773"
"Norway","2010","46202.8132638807"
"Norway","2009","43794.7747944992"
"Norway","2008","45294.7040394611"
"Norway","2007","46148.7477319364"
"Norway","2006","44422.1797266934"
"Norway","2005","43853.0714908282"
"Norway","2004","44634.9187489108"
"Norway","2003","44312.8707445493"
"Norway","2002","42991.6620873304"
"Norway","2001","43873.6838992782"
"Norway","2000","42536.6311201933"
"Norway","1999","42984.7109612015"
"Norway","1998","42225.976801266"
"Norway","1997","41999.3432168101"
"Norway","1996","41838.3358392953"
"Norway","1995","38702.7338582984"
"Norway","1994","38092.9809793279"
"Norway","1993","36210.8706676646"
"Norway","1992","34704.3898262225"
"Norway","1991","33802.8601961762"
"Norway","1990","35332.1876427793"
"Poland","2019","319520.974607224"
"Poland","2018","336992.311235603"
"Poland","2017","337682.844452385"
"Poland","2016","324341.690356137"
"Poland","2015","313419.083410459"
"Poland","2014","310280.090339661"
"Poland","2013","322614.414818902"
"Poland","2012","326702.13493308"
"Poland","2011","334305.815009061"
"Poland","2010","334887.520362416"
"Poland","2009","316840.279673959"
"Poland","2008","330453.984166718"
"Poland","2007","336705.591527908"
"Poland","2006","337289.641810232"
"Poland","2005","323384.819075957"
"Poland","2004","324413.220440275"
"Poland","2003","319597.674991141"
"Poland","2002","306583.828150184"
"Poland","2001","313822.673299342"
"Poland","2000","317691.567704128"
"Poland","1999","329535.925586089"
"Poland","1998","339346.463899875"
"Poland","1997","367508.321843133"
"Poland","1996","377563.441911811"
"Poland","1995","362877.090657924"
"Poland","1994","360510.921012892"
"Poland","1993","365441.730265001"
"Poland","1992","364740.656328962"
"Poland","1991","373827.919408301"
"Poland","1990","376807.799347762"
"Portugal","2019","47629.0835767154"
"Portugal","2018","51492.4138486077"
"Portugal","2017","55230.715744027"
"Portugal","2016","50458.2649907737"
"Portugal","2015","52289.8915127068"
"Portugal","2014","47961.8948547446"
"Portugal","2013","48181.5410330406"
"Portugal","2012","49979.3213800736"
"Portugal","2011","51814.6672662199"
"Portugal","2010","53016.7778317789"
"Portugal","2009","57223.5651432825"
"Portugal","2008","60122.8011385446"
"Portugal","2007","62447.1810678617"
"Portugal","2006","64926.5548066401"
"Portugal","2005","69713.1555593761"
"Portugal","2004","67494.6885790143"
"Portugal","2003","64654.4202239984"
"Portugal","2002","69748.7030243941"
"Portugal","2001","65264.097313704"
"Portugal","2000","65697.8198326079"
"Portugal","1999","66906.3521140605"
"Portugal","1998","59267.636390053"
"Portugal","1997","54711.1516915379"
"Portugal","1996","51837.5335234609"
"Portugal","1995","54543.4213245767"
"Portugal","1994","50276.5051775365"
"Portugal","1993","49496.3904874599"
"Portugal","1992","50981.724908581"
"Portugal","1991","47152.0782913762"
"Portugal","1990","45333.912082614"
"Romania","2019","74846.2697816821"
"Romania","2018","77608.8287276574"
"Romania","2017","77203.1129413061"
"Romania","2016","74152.2495630866"
"Romania","2015","76361.5148461325"
"Romania","2014","75594.4754566931"
"Romania","2013","74749.8771361278"
"Romania","2012","83882.2547077407"
"Romania","2011","86047.4558972356"
"Romania","2010","77943.4293432297"
"Romania","2009","81554.2152122268"
"Romania","2008","98580.3234667194"
"Romania","2007","101360.331810543"
"Romania","2006","103193.178378205"
"Romania","2005","100259.175048779"
"Romania","2004","101764.847174282"
"Romania","2003","102508.829663868"
"Romania","2002","98049.9416538632"
"Romania","2001","97848.9898853807"
"Romania","2000","92364.2222302412"
"Romania","1999","88097.8843153909"
"Romania","1998","104073.457201175"
"Romania","1997","116666.942096014"
"Romania","1996","127571.733276835"
"Romania","1995","124257.313335784"
"Romania","1994","119141.534525564"
"Romania","1993","121018.229161337"
"Romania","1992","130235.047284522"
"Romania","1991","140203.781219765"
"Romania","1990","170879.995641632"
"Russian Federation","2019","1679449.32732954"
"Russian Federation","2018","1691646.71773354"
"Russian Federation","2017","1646456.96821715"
"Russian Federation","2016","1618598.93985936"
"Russian Federation","2015","1623099.84863012"
"Russian Federation","2014","1622588.59328211"
"Russian Federation","2013","1619419.68424423"
"Russian Federation","2012","1680104.3585665"
"Russian Federation","2011","1665206.77794925"
"Russian Federation","2010","1613113.03444932"
"Russian Federation","2009","1528961.07456327"
"Russian Federation","2008","1636923.05920834"
"Russian Federation","2007","1604549.40560663"
"Russian Federation","2006","1606541.85508356"
"Russian Federation","2005","1547599.05308676"
"Russian Federation","2004","1530694.31879355"
"Russian Federation","2003","1525606.99115322"
"Russian Federation","2002","1495693.63653193"
"Russian Federation","2001","1507706.56860398"
"Russian Federation","2000","1471259.48890641"
"Russian Federation","1999","1486300.50271087"
"Russian Federation","1998","1458367.82982665"
"Russian Federation","1997","1475360.2111187"
"Russian Federation","1996","1580375.67789152"
"Russian Federation","1995","1613141.14130447"
"Russian Federation","1994","1641616.08439172"
"Russian Federation","1993","1859679.40105628"
"Russian Federation","1992","1957886.12698244"
"Russian Federation","1991","2396204.96380731"
"Russian Federation","1990","2525517.95096813"
"Slovakia","2019","33773.4509063527"
"Slovakia","2018","36029.5414284225"
"Slovakia","2017","36030.6060441296"
"Slovakia","2016","34855.9448076709"
"Slovakia","2015","34410.6321761389"
"Slovakia","2014","33591.137134138"
"Slovakia","2013","35507.167138172"
"Slovakia","2012","35921.1549604226"
"Slovakia","2011","37999.4892929759"
"Slovakia","2010","38411.7148872043"
"Slovakia","2009","37634.9198331704"
"Slovakia","2008","41372.9719078039"
"Slovakia","2007","40976.3315659504"
"Slovakia","2006","42557.3192033465"
"Slovakia","2005","42792.5851153906"
"Slovakia","2004","42787.2182637866"
"Slovakia","2003","42306.6827908411"
"Slovakia","2002","41974.800377692"
"Slovakia","2001","43245.2699410857"
"Slovakia","2000","41152.2373444706"
"Slovakia","1999","43061.2794421629"
"Slovakia","1998","43931.9361908734"
"Slovakia","1997","44171.5208548309"
"Slovakia","1996","44041.7728805687"
"Slovakia","1995","44174.1121973863"
"Slovakia","1994","43731.6390695843"
"Slovakia","1993","46332.7938546725"
"Slovakia","1992","48875.4459153731"
"Slovakia","1991","53282.0049924461"
"Slovakia","1990","61475.3592264659"
"Slovenia","2019","14005.90061048"
"Slovenia","2018","14493.5443097759"
"Slovenia","2017","14591.8824777207"
"Slovenia","2016","14425.252324968"
"Slovenia","2015","13622.7825050353"
"Slovenia","2014","13540.4617253096"
"Slovenia","2013","15106.4050178326"
"Slovenia","2012","15736.7521233664"
"Slovenia","2011","16333.5902616264"
"Slovenia","2010","16431.8176196195"
"Slovenia","2009","16176.7517832265"
"Slovenia","2008","18249.8739602798"
"Slovenia","2007","17315.2188396894"
"Slovenia","2006","17150.4954585061"
"Slovenia","2005","16904.7704069706"
"Slovenia","2004","16679.950515955"
"Slovenia","2003","16249.6180725308"
"Slovenia","2002","16547.1086497779"
"Slovenia","2001","16288.2659702173"
"Slovenia","2000","15043.1271820996"
"Slovenia","1999","15405.3391793301"
"Slovenia","1998","16035.2915975645"
"Slovenia","1997","16506.5445611011"
"Slovenia","1996","15987.0794806601"
"Slovenia","1995","15342.4842423354"
"Slovenia","1994","14628.1359575782"
"Slovenia","1993","14233.7049946379"
"Slovenia","1992","13872.6063011068"
"Slovenia","1991","13962.0727674725"
"Slovenia","1990","15082.9570549177"
"Spain","2019","251498.498982227"
"Spain","2018","269713.436517635"
"Spain","2017","274641.962993675"
"Spain","2016","260757.955916769"
"Spain","2015","271694.202980776"
"Spain","2014","255067.901658925"
"Spain","2013","252726.123164241"
"Spain","2012","278963.926789172"
"Spain","2011","284729.529775735"
"Spain","2010","283872.71283316"
"Spain","2009","297385.074737299"
"Spain","2008","336767.464791027"
"Spain","2007","368546.020364311"
"Spain","2006","360702.601700875"
"Spain","2005","369681.300441308"
"Spain","2004","354611.846655781"
"Spain","2003","337700.853631503"
"Spain","2002","333447.052395465"
"Spain","2001","313343.95142604"
"Spain","2000","311384.585643633"
"Spain","1999","299540.265234373"
"Spain","1998","276064.76185695"
"Spain","1997","267420.094825302"
"Spain","1996","254883.195440411"
"Spain","1995","267458.287970728"
"Spain","1994","253688.032983516"
"Spain","1993","241208.987130614"
"Spain","1992","249831.356786066"
"Spain","1991","240932.254578037"
"Spain","1990","231194.16141415"
"Sweden","2019","40936.8665746849"
"Sweden","2018","42095.4080452844"
"Sweden","2017","42593.7279821339"
"Sweden","2016","43262.0086864317"
"Sweden","2015","43602.6005218702"
"Sweden","2014","43335.9438336121"
"Sweden","2013","45205.9961569746"
"Sweden","2012","46773.8508583993"
"Sweden","2011","49257.269160621"
"Sweden","2010","53126.3531718456"
"Sweden","2009","47252.2012227443"
"Sweden","2008","50886.839166036"
"Sweden","2007","52970.1914763552"
"Sweden","2006","53702.6387791599"
"Sweden","2005","53884.4164340014"
"Sweden","2004","56501.1792980498"
"Sweden","2003","57188.3523549293"
"Sweden","2002","56606.9944787935"
"Sweden","2001","55637.6485014301"
"Sweden","2000","54709.8029525315"
"Sweden","1999","55857.3744835433"
"Sweden","1998","58721.8581754199"
"Sweden","1997","58251.1977948446"
"Sweden","1996","63349.9508779063"
"Sweden","1995","59414.4240733617"
"Sweden","1994","59999.7538030686"
"Sweden","1993","57536.2375882022"
"Sweden","1992","57495.1553182183"
"Sweden","1991","57752.8570981446"
"Sweden","1990","57378.3377592449"
"Switzerland","2019","36741.8645028051"
"Switzerland","2018","36867.6308661585"
"Switzerland","2017","38182.5127562245"
"Switzerland","2016","39192.5436258391"
"Switzerland","2015","38731.0038977355"
"Switzerland","2014","39231.2197131478"
"Switzerland","2013","43185.6806909579"
"Switzerland","2012","42254.6317230915"
"Switzerland","2011","40985.4436813309"
"Switzerland","2010","45049.3771621842"
"Switzerland","2009","43534.4813883287"
"Switzerland","2008","44714.0478976846"
"Switzerland","2007","43368.0900634352"
"Switzerland","2006","45373.4551605699"
"Switzerland","2005","45788.1742125684"
"Switzerland","2004","45236.3972212111"
"Switzerland","2003","44651.9048760089"
"Switzerland","2002","43467.5070965118"
"Switzerland","2001","45082.4008182167"
"Switzerland","2000","43617.5908378995"
"Switzerland","1999","44445.8613169294"
"Switzerland","1998","44614.7136299092"
"Switzerland","1997","43037.1522166355"
"Switzerland","1996","44098.7039496094"
"Switzerland","1995","43412.719413694"
"Switzerland","1994","42675.7831195382"
"Switzerland","1993","43600.9118458179"
"Switzerland","1992","46008.822653687"
"Switzerland","1991","46132.1688261722"
"Switzerland","1990","44152.7684360009"
"Turkey","2019","399344.914409159"
"Turkey","2018","419436.905363447"
"Turkey","2017","425329.230021553"
"Turkey","2016","401239.738263029"
"Turkey","2015","381331.942990388"
"Turkey","2014","361675.46264557"
"Turkey","2013","345220.583690368"
"Turkey","2012","353666.209099794"
"Turkey","2011","339482.25210975"
"Turkey","2010","314380.032550352"
"Turkey","2009","315359.637575316"
"Turkey","2008","309321.194915912"
"Turkey","2007","312736.708478018"
"Turkey","2006","281649.184924484"
"Turkey","2005","264200.797153874"
"Turkey","2004","244464.112462258"
"Turkey","2003","236483.892910668"
"Turkey","2002","220977.701101122"
"Turkey","2001","213486.093927579"
"Turkey","2000","229790.601259649"
"Turkey","1999","207804.162731911"
"Turkey","1998","212040.281738168"
"Turkey","1997","212005.568093463"
"Turkey","1996","199521.938861493"
"Turkey","1995","180903.047419235"
"Turkey","1994","167433.1132747"
"Turkey","1993","171011.162802133"
"Turkey","1992","163922.249650552"
"Turkey","1991","157982.004627358"
"Turkey","1990","151508.467579803"
"Ukraine","2019","222579.323069088"
"Ukraine","2018","232032.925992089"
"Ukraine","2017","223084.976104545"
"Ukraine","2016","234005.954775281"
"Ukraine","2015","223822.11538319"
"Ukraine","2014","257508.605753892"
"Ukraine","2013","297249.639446397"
"Ukraine","2012","303976.430452955"
"Ukraine","2011","307952.84142234"
"Ukraine","2010","294078.322497151"
"Ukraine","2009","277293.500642892"
"Ukraine","2008","325532.712918485"
"Ukraine","2007","336364.013523953"
"Ukraine","2006","332670.337203369"
"Ukraine","2005","313118.087899896"
"Ukraine","2004","310362.748297374"
"Ukraine","2003","307017.471704689"
"Ukraine","2002","295673.490491261"
"Ukraine","2001","303559.229465307"
"Ukraine","2000","285337.201300114"
"Ukraine","1999","298203.960313902"
"Ukraine","1998","328578.93752301"
"Ukraine","1997","340242.686212178"
"Ukraine","1996","351408.752806537"
"Ukraine","1995","389864.61480804"
"Ukraine","1994","419266.300739463"
"Ukraine","1993","510199.537255087"
"Ukraine","1992","589060.250850739"
"Ukraine","1991","632536.626065897"
"Ukraine","1990","705829.991803785"
"United Kingdom","2019","369729.950852467"
"United Kingdom","2018","382603.639986228"
"United Kingdom","2017","388282.694139582"
"United Kingdom","2016","400052.086803071"
"United Kingdom","2015","423048.801235879"
"United Kingdom","2014","439245.835216375"
"United Kingdom","2013","478093.899761461"
"United Kingdom","2012","488222.991592543"
"United Kingdom","2011","470256.489423837"
"United Kingdom","2010","512470.561106259"
"United Kingdom","2009","494717.774016628"
"United Kingdom","2008","545364.518387408"
"United Kingdom","2007","560189.705080612"
"United Kingdom","2006","568431.437496481"
"United Kingdom","2005","570755.836729447"
"United Kingdom","2004","573679.401515619"
"United Kingdom","2003","572230.701700938"
"United Kingdom","2002","560811.367583202"
"United Kingdom","2001","577043.474413692"
"United Kingdom","2000","568299.683923877"
"United Kingdom","1999","561807.16211645"
"United Kingdom","1998","568297.769303682"
"United Kingdom","1997","563012.009232533"
"United Kingdom","1996","588878.286928617"
"United Kingdom","1995","567261.64182842"
"United Kingdom","1994","575307.538553906"
"United Kingdom","1993","579299.793870419"
"United Kingdom","1992","593537.153810458"
"United Kingdom","1991","609117.473459557"
"United Kingdom","1990","601051.580885407"
"United States of America","2019","5255816.20680457"
"United States of America","2018","5375490.61373898"
"United States of America","2017","5207751.27800603"
"United States of America","2016","5248023.93123978"
"United States of America","2015","5371770.55689599"
"United States of America","2014","5522807.2020928"
"United States of America","2013","5474256.77034501"
"United States of America","2012","5338698.34440039"
"United States of America","2011","5540173.47849124"
"United States of America","2010","5675786.43519697"
"United States of America","2009","5478209.68571428"
"United States of America","2008","5914077.76589962"
"United States of America","2007","6131004.15844899"
"United States of America","2006","6051668.04559292"
"United States of America","2005","6134521.47329676"
"United States of America","2004","6114006.87997076"
"United States of America","2003","6011837.49544148"
"United States of America","2002","5946770.56628309"
"United States of America","2001","5904881.59543663"
"United States of America","2000","6010508.35345798"
"United States of America","1999","5804668.91922786"
"United States of America","1998","5731049.59485553"
"United States of America","1997","5686464.995313"
"United States of America","1996","5610581.58895115"
"United States of America","1995","5421502.46523659"
"United States of America","1994","5358824.04761629"
"United States of America","1993","5267343.0604558"
"United States of America","1992","5167480.84692942"
"United States of America","1991","5057930.94015355"
"United States of America","1990","5113454.67510132"

